OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	485	45	45	90.72	0.00	450.19	39.54	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.80	435	19	19	95.63	0.00	453.74	37.51	0
OTU3								0.00	298	14	1	95.30	92.86	458.39	43.03	0
OTU4	Arthropoda	Insecta	Hemiptera	Reduviidae	Saicinae	Saica		92.56	253	6	6	97.63	0.00	457.94	33.2	0
OTU5	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	234	5	5	97.86	0.00	457.79	32.32	0
OTU6	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	215	10	10	95.35	0.00	457.01	33.6	0
OTU7	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.94	170	19	19	88.82	0.00	397.9	33.89	0
OTU8	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.65	135	9	9	93.33	0.00	457.98	45.05	0
OTU9	Arthropoda	Insecta	Lepidoptera					90.59	130	4	4	96.92	0.00	457.9	29.7	0
OTU10	Arthropoda	Insecta	Psocodea	Psocidae				91.75	116	5	5	95.69	0.00	458.03	33.61	0
OTU11								0.00	108	4	1	96.30	75.00	457.55	38.72	0
OTU12								0.00	96	4	1	95.83	75.00	457.89	35.16	0
OTU13	Arthropoda	Insecta	Coleoptera					91.84	81	13	8	83.95	38.46	377.41	30.16	0
OTU14	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	77	3	3	96.10	0.00	457.7	31.24	0
OTU15	Arthropoda	Insecta	Lepidoptera	Crambidae				90.59	76	4	4	94.74	0.00	458.24	31.42	0
OTU16								0.00	70	3	1	95.71	66.67	458.03	37.82	0
OTU17								0.00	68	5	1	92.65	80.00	457.75	37.91	0
OTU18	Arthropoda	Insecta	Coleoptera					97.80	66	2	2	96.97	0.00	457.91	40.62	0
OTU19	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep275	95.62	66	4	4	93.94	0.00	458.02	30.93	0
OTU20								0.00	63	2	1	96.83	50.00	457.78	37.14	0
OTU21								0.00	56	2	1	96.43	50.00	457.91	35.36	0
OTU23	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	Chalenata	Chalenata Poole01	96.71	55	2	2	96.36	0.00	457.91	31.45	0
OTU22	Arthropoda	Insecta	Blattodea	Ectobiidae				92.18	55	6	5	89.09	16.67	359.56	34.78	0
OTU24	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Chiasmia	Chiasmia sp. ANIC1	91.01	50	4	2	92.00	50.00	457.38	32.14	0
OTU25	Arthropoda	Insecta	Hemiptera	Derbidae	Derbinae	Omolicna	Omolicna latens	94.75	43	4	4	90.70	0.00	457.42	34.25	0
OTU28								0.00	37	3	1	91.89	66.67	457.51	39.45	0
OTU27	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	37	3	3	91.89	0.00	458	26.86	0
OTU26	Arthropoda	Insecta	Diptera					96.25	37	2	2	94.59	0.00	457.84	39.53	0
OTU29	Arthropoda	Insecta	Hemiptera	Rhyparochromidae				93.17	36	3	3	91.67	0.00	457.61	40.4	0
OTU30								0.00	31	2	1	93.55	50.00	457.74	35.61	0
OTU32								0.00	29	4	1	86.21	75.00	435.59	35.89	0
OTU31	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Culicoides		94.71	29	2	2	93.10	0.00	457.83	34.73	0
OTU34	Arthropoda	Insecta	Orthoptera	Trigonidiidae				97.36	28	1	1	96.43	0.00	458	36.24	0
OTU33	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Lagriinae			91.62	28	3	3	89.29	0.00	457.79	44.98	0
