OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	684	15	1	97.81	93.33	457.28	44.56	0
OTU2	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	455	12	12	97.36	0.00	457.89	31.67	0
OTU3	Arthropoda	Insecta	Blattodea	Ectobiidae				95.67	123	4	4	96.75	0.00	457.91	28.39	0
OTU4	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	112	6	6	94.64	0.00	456.94	29.79	0
OTU5	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	102	5	5	95.10	0.00	457.88	37.58	0
OTU6	Arthropoda	Insecta	Coleoptera	Limnichidae				97.81	97	6	6	93.81	0.00	458.05	35.37	0
OTU7								0.00	88	11	1	87.50	90.91	436.44	35.83	0
OTU8	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.70	87	3	3	96.55	0.00	458.01	30.57	0
OTU9	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	62	3	3	95.16	0.00	457.81	31.24	0
OTU10	Arthropoda	Insecta	Coleoptera	Tenebrionidae				97.87	59	2	2	96.61	0.00	457.86	34.29	0
OTU11	Arthropoda	Insecta	Hemiptera	Derbidae	Derbinae	Omolicna	Omolicna latens	94.75	53	5	5	90.57	0.00	457.53	34.23	0
OTU12	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	52	4	4	92.31	0.00	457.77	33.18	0
OTU13	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	45	4	4	91.11	0.00	457.6	38.67	0
OTU14	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep725	96.71	45	2	2	95.56	0.00	457.38	31.05	0
OTU15	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	44	1	1	97.73	0.00	458	34.28	0
OTU16	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	43	5	5	88.37	0.00	457.44	33.87	0
OTU17	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Scarabaeinae	Copris	Copris brevicornis	97.59	39	2	2	94.87	0.00	458.21	33.61	0
OTU18								0.00	32	2	1	93.75	50.00	457.81	35.17	0
OTU19	Arthropoda	Insecta	Lepidoptera	Tineidae				97.58	32	3	3	90.63	0.00	457.22	33.36	0
