OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	831	18	1	97.83	94.44	457.24	44.55	0
OTU2	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	686	17	17	97.52	0.00	457.99	31.66	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	203	12	12	94.09	0.00	430.87	29.93	0
OTU4	Arthropoda	Insecta	Blattodea	Ectobiidae				95.43	146	2	2	98.63	0.00	457.95	28.39	0
OTU5	Arthropoda	Insecta	Coleoptera	Limnichidae				97.81	122	7	7	94.26	0.00	458	35.42	0
OTU6								0.00	116	13	1	88.79	92.31	441.68	35.85	0
OTU7	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	94	4	4	95.74	0.00	457.76	33.15	0
OTU8	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	89	2	2	97.75	0.00	457.66	37.58	0
OTU9	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	89	3	3	96.63	0.00	457.85	31.23	0
OTU10	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.70	88	4	4	95.45	0.00	458.06	30.58	0
OTU11	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	52	6	6	88.46	0.00	457.56	33.88	0
OTU12	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			94.49	48	3	3	93.75	0.00	457.75	32.3	0
OTU14	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	47	4	4	91.49	0.00	458.02	38.7	0
OTU13								0.00	47	3	1	93.62	66.67	457.62	37.15	0
OTU15	Arthropoda	Insecta	Coleoptera	Tenebrionidae				97.87	46	2	2	95.65	0.00	457.87	34.29	0
OTU16	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	45	7	7	84.44	0.00	394.36	33.81	0
OTU17	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga morganellaASolis02	97.93	45	5	5	88.89	0.00	422.49	38.61	0
