OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	1873	33	33	98.24	0.00	458.45	30.32	0
OTU2								0.00	378	13	1	96.56	92.31	457.83	35.17	0
OTU3	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	277	9	9	96.75	0.00	457.66	38.22	0
OTU4	Arthropoda	Insecta	Diptera					96.25	172	5	5	97.09	0.00	457.88	39.53	0
OTU5	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	141	5	5	96.45	0.00	457.96	29.92	0
OTU6	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.92	118	6	6	94.92	0.00	457.69	31.01	0
OTU7								0.00	96	2	1	97.92	50.00	458.08	30.78	0
OTU8	Arthropoda	Insecta	Hemiptera					94.51	75	3	3	96.00	0.00	458.25	32.97	0
OTU9	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen245	94.08	66	3	3	95.45	0.00	457.15	31.99	0
OTU10	Arthropoda	Insecta	Lepidoptera					96.49	60	1	1	98.33	0.00	458	31.88	0
OTU11	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	60	5	5	91.67	0.00	457.03	29.76	0
OTU12	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha		97.59	60	2	2	96.67	0.00	457.85	32.07	0
OTU13								0.00	50	4	1	92.00	75.00	457.78	37.57	0
OTU14	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	49	3	3	93.88	0.00	456.92	32.9	0
OTU15	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	49	4	4	91.84	0.00	457.59	38.43	0
OTU16	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	48	2	2	95.83	0.00	458.1	32.55	0
OTU17	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	43	2	2	95.35	0.00	457.84	31.67	0
OTU18								0.00	40	1	1	97.50	0.00	234	41.03	0
OTU19								0.00	39	4	1	89.74	75.00	459.05	32.75	0
OTU21	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	38	5	5	86.84	0.00	393.37	33.76	0
OTU20	Arthropoda	Insecta	Lepidoptera					91.25	38	2	2	94.74	0.00	457.87	29.27	0
OTU22	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	94.74	38	4	4	89.47	0.00	456.87	37.18	0
OTU23	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	37	3	3	91.89	0.00	457.81	27.12	0
OTU24	Arthropoda	Insecta	Lepidoptera	Cossidae	Hypoptinae	Langsdorfia	Langsdorfia luniferaDHJ03	96.71	35	1	1	97.14	0.00	458	35.37	0
OTU25	Arthropoda	Insecta	Diptera	Keroplatidae				92.54	34	2	2	94.12	0.00	457.74	29.93	0
OTU26	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.57	32	1	1	96.88	0.00	457	35.23	0
OTU27	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	31	2	2	93.55	0.00	456.84	33.49	0
OTU28	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep262	96.27	30	2	2	93.33	0.00	457.77	30.36	0
OTU29	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	26	1	1	96.15	0.00	458	37.99	0
OTU30								0.00	25	2	1	92.00	50.00	457.44	32.35	0
OTU31	Arthropoda	Insecta	Diptera	Phoridae				92.11	25	2	2	92.00	0.00	457.56	32.35	0
OTU32	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	Albusambia	Albusambia sp. 1YB	90.15	24	1	1	95.83	0.00	458	32.75	0
OTU33	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.27	24	3	3	87.50	0.00	458	35.92	0
OTU34	Arthropoda	Insecta	Lepidoptera	Gelechiidae				94.09	22	2	2	90.91	0.00	458	30.18	0
OTU35								0.00	21	1	1	95.24	0.00	458	34.72	0
OTU36	Arthropoda	Insecta	Lepidoptera	Tineidae				90.81	20	2	2	90.00	0.00	458.45	31.63	0
OTU37	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	19	2	2	89.47	0.00	458.26	38.46	0
OTU38								0.00	18	1	1	94.44	0.00	458	35.15	0
OTU39	Arthropoda	Insecta	Lepidoptera	Tineidae				97.14	17	2	2	88.24	0.00	458	29.14	0
OTU41	Arthropoda	Insecta	Lepidoptera					94.26	17	2	2	88.24	0.00	456.71	32.19	0
OTU40								0.00	17	2	1	88.24	50.00	457.71	33.65	0
OTU42	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomus	Chironomus sp.	95.38	16	1	1	93.75	0.00	458	32.75	0
OTU48	Arthropoda	Insecta	Diptera					91.85	14	2	2	85.71	0.00	457.36	39.58	0
OTU47	Arthropoda	Insecta	Lepidoptera	Tineidae				95.38	14	2	2	85.71	0.00	458	31	0
OTU46	Arthropoda	Insecta	Diptera					95.59	14	1	1	92.86	0.00	458	24.67	0
OTU45	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep207	94.53	14	1	1	92.86	0.00	458	32.97	0
OTU44	Arthropoda	Insecta	Lepidoptera	Tineidae	Acrolophinae	acroBioLep01	acroBioLep01 BioLep18	94.97	14	2	2	85.71	0.00	457.5	35.85	0
OTU43	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	14	2	2	85.71	0.00	457.5	33.11	0
OTU49								0.00	13	2	1	84.62	50.00	457.54	33.44	0
OTU50								0.00	12	2	1	83.33	50.00	457.5	30.6	0
OTU51	Arthropoda	Insecta	Hemiptera	Aleyrodidae				92.31	12	1	1	91.67	0.00	458	31.66	0
OTU52	Arthropoda	Insecta	Diptera	Keroplatidae				97.79	12	1	1	91.67	0.00	458	29.91	0
OTU53	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	12	1	1	91.67	0.00	458	25.55	0
OTU58	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.49	11	2	2	81.82	0.00	457.55	39.56	0
OTU59	Arthropoda	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Carpelimus		97.37	11	1	1	90.91	0.00	458	33.19	0
