OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Rhipiceridae				90.66	1955	34	8	98.26	76.47	454.69	40.18	0
OTU2								0.00	528	11	1	97.92	90.91	457.57	36.71	0
OTU3	Arthropoda	Insecta	Diptera	Calliphoridae				96.93	51	2	2	96.08	0.00	457.67	35.4	0
OTU4								0.00	49	2	1	95.92	50.00	177.9	37.66	0
OTU5	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	96.19	33	2	2	93.94	0.00	135.79	34.61	0
OTU6	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Natada	Natada subpectinata	97.37	16	1	1	93.75	0.00	458	28.6	0
OTU8	Arthropoda	Insecta	Diptera					96.25	14	1	1	92.86	0.00	458	39.52	0
OTU7								0.00	14	2	1	85.71	50.00	148.36	37.99	0
OTU9	Arthropoda	Insecta	Coleoptera	Carabidae	Paussinae			92.98	12	2	2	83.33	0.00	457.5	32.57	0
OTU10								0.00	8	1	1	87.50	0.00	458	30.79	0
OTU11								0.00	6	1	1	83.33	0.00	457	33.7	0
OTU12	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Episcepsis	Episcepsis venata	90.37	6	1	1	83.33	0.00	458	29.91	0
OTU13								0.00	6	1	1	83.33	0.00	122	27.05	0
