OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.77	65	5	4	92.31	20.00	456.42	35.08	0
OTU2								0.00	59	2	1	96.61	50.00	191.08	36.15	0
OTU3								0.00	37	1	1	97.30	0.00	107	27.1	0
OTU4	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Stenoma	Stenoma sp.	96.93	35	2	2	94.29	0.00	457.86	30.58	0
OTU5	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	23	2	2	91.30	0.00	458.65	30.31	0
OTU6								0.00	22	1	1	95.45	0.00	120	24.17	0
OTU7	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha		97.59	14	1	1	92.86	0.00	458	32.1	0
OTU8								0.00	13	1	1	92.31	0.00	131	27.48	0
OTU9								0.00	13	1	1	92.31	0.00	176	28.41	0
OTU10	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Episcepsis	Episcepsis venata	90.37	10	1	1	90.00	0.00	458	29.91	0
OTU11								0.00	8	1	1	87.50	0.00	107	28.04	0
OTU12								0.00	7	1	1	85.71	0.00	190	35.79	0
OTU13								0.00	7	1	1	85.71	0.00	191	35.08	0
OTU14								0.00	6	1	1	83.33	0.00	191	36.13	0
OTU15								0.00	6	1	1	83.33	0.00	458	39.3	0
OTU16								0.00	6	1	1	83.33	0.00	191	35.6	0
