OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	213	8	8	96.24	0.00	457.86	34.72	0
OTU2								0.00	47	2	1	95.74	50.00	137.74	35.57	0
OTU3								0.00	42	3	1	92.86	66.67	457.21	34.12	0
OTU4								0.00	30	4	1	86.67	75.00	457.53	37.16	0
OTU5								0.00	22	1	1	95.45	0.00	142	32.39	0
OTU6								0.00	20	1	1	95.00	0.00	107	27.1	0
OTU7	Arthropoda	Insecta	Lepidoptera					94.95	17	1	1	94.12	0.00	458	33.62	0
OTU8								0.00	16	1	1	93.75	0.00	458	30.79	0
OTU9	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	96.19	14	1	1	92.86	0.00	136	34.56	0
OTU10								0.00	13	1	1	92.31	0.00	111	26.13	0
OTU11	Arthropoda	Insecta	Blattodea					92.55	10	1	1	90.00	0.00	458	34.72	0
OTU12	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Episcepsis	Episcepsis venata	90.37	10	1	1	90.00	0.00	458	29.91	0
OTU13								0.00	9	1	1	88.89	0.00	113	40.71	0
OTU14								0.00	8	1	1	87.50	0.00	112	22.32	0
OTU15								0.00	7	1	1	85.71	0.00	458	42.58	0
OTU16								0.00	7	1	1	85.71	0.00	131	27.48	0
OTU17								0.00	7	1	1	85.71	0.00	458	35.15	0
OTU18	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	7	1	1	85.71	0.00	458	38.43	0
OTU19								0.00	7	1	1	85.71	0.00	116	27.59	0
OTU20								0.00	6	1	1	83.33	0.00	458	35.15	0
