OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Hemiptera	Cicadidae				94.06	381	26	26	93.18	0.00	406.69	33.27	0
OTU2								0.00	50	5	1	90.00	80.00	457.6	31.67	0
OTU3								0.00	32	2	1	93.75	50.00	107.16	31.87	0
OTU6	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	30	5	5	83.33	0.00	235.97	31.31	0
OTU4	Arthropoda	Insecta	Blattodea					96.48	30	2	2	93.33	0.00	457.7	37.8	0
OTU5								0.00	30	1	1	96.67	0.00	107	27.1	0
OTU7	Arthropoda	Insecta	Blattodea					92.76	28	3	3	89.29	0.00	457.5	34.64	0
OTU8								0.00	23	2	1	91.30	50.00	457.74	33.21	0
OTU9								0.00	11	1	1	90.91	0.00	105	25.71	0
OTU10	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae			96.05	11	1	1	90.91	0.00	458	30.13	0
OTU11	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.77	11	2	2	81.82	0.00	456.55	35.17	0
OTU12								0.00	9	1	1	88.89	0.00	458	29.04	0
OTU13	Arthropoda	Insecta	Diptera					96.25	9	1	1	88.89	0.00	458	39.52	0
OTU14								0.00	8	1	1	87.50	0.00	458	33.84	0
OTU15								0.00	7	1	1	85.71	0.00	458	30.79	0
OTU16								0.00	6	1	1	83.33	0.00	217	36.87	0
OTU17								0.00	5	1	1	80.00	0.00	103	36.89	0
OTU18	Arthropoda	Insecta	Lepidoptera	Tineidae	Acrolophinae	Acrolophus	Acrolophus BioLep39	94.09	5	1	1	80.00	0.00	458	32.53	0
