OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	53	2	1	96.23	50.00	120.09	22.56	0
OTU2								0.00	50	3	1	94.00	66.67	108.9	28.1	0
OTU3	Arthropoda	Insecta	Diptera					96.25	37	2	2	94.59	0.00	457.84	39.53	0
OTU4								0.00	30	2	1	93.33	50.00	458	32.89	0
OTU5								0.00	21	1	1	95.24	0.00	458	30.79	0
OTU6								0.00	19	2	1	89.47	50.00	457.74	33.86	0
OTU8	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	13	2	2	84.62	0.00	458	34.62	0
OTU7								0.00	13	1	1	92.31	0.00	124	23.39	0
OTU9								0.00	10	1	1	90.00	0.00	458	35.15	0
OTU10								0.00	10	1	1	90.00	0.00	169	32.54	0
OTU11								0.00	7	1	1	85.71	0.00	148	29.05	0
OTU12	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.81	7	1	1	85.71	0.00	458	38.65	0
OTU14	Arthropoda	Insecta	Lepidoptera	Pyralidae				91.90	5	1	1	80.00	0.00	457	29.98	0
OTU15								0.00	5	1	1	80.00	0.00	217	36.41	0
OTU16	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.58	5	1	1	80.00	0.00	458	34.06	0
OTU13	Arthropoda	Insecta	Lepidoptera	Erebidae	Boletobiinae	Prosoparia	Prosoparia tenebrosa	90.81	5	1	1	80.00	0.00	458	37.99	0
