OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	157	3	1	98.09	66.67	106.89	27.13	0
OTU2								0.00	76	2	1	97.37	50.00	457.78	32.99	0
OTU3	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.81	60	6	6	90.00	0.00	457.63	38.62	0
OTU4								0.00	58	3	1	94.83	66.67	156.03	32.76	0
OTU5	Arthropoda	Insecta	Hemiptera					94.73	40	5	5	87.50	0.00	457.7	34.3	0
OTU6								0.00	36	4	1	88.89	75.00	457.5	34.1	0
OTU8								0.00	10	1	1	90.00	0.00	458	33.62	0
OTU9	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	Spilomelinae_genus	Spilomelinae_genus sp. 60YB	90.45	10	1	1	90.00	0.00	157	31.85	0
OTU7								0.00	10	2	1	80.00	50.00	458	37.45	0
OTU10								0.00	9	1	1	88.89	0.00	105	25.71	0
OTU11								0.00	9	1	1	88.89	0.00	252	40.87	0
OTU12	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Thyretes	Thyretes sp.	91.51	7	1	1	85.71	0.00	107	29.91	0
OTU13	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Goniohelia	Goniohelia pangraptica	97.81	7	1	1	85.71	0.00	458	30.57	0
OTU14								0.00	6	1	1	83.33	0.00	458	32.31	0
OTU15								0.00	6	1	1	83.33	0.00	397	40.81	0
OTU16								0.00	6	1	1	83.33	0.00	169	34.91	0
OTU17	Arthropoda	Insecta	Lepidoptera					96.25	6	1	1	83.33	0.00	457	31.73	0
OTU18	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Stenoma	Stenoma phillipsEPR34	95.39	6	1	1	83.33	0.00	457	32.39	0
OTU19	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	Spilomelinae_genus	Spilomelinae_genus sp. 60YB	91.72	6	1	1	83.33	0.00	157	31.85	0
OTU20								0.00	6	1	1	83.33	0.00	458	33.84	0
OTU21								0.00	5	1	1	80.00	0.00	252	42.06	0
OTU22	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	5	1	1	80.00	0.00	458	34.28	0
