OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dynastinae	Cyclocephala	Cyclocephala sp. 13YB	97.81	151	7	7	95.36	0.00	457.77	35.35	0
OTU2								0.00	17	1	1	94.12	0.00	128	30.47	0
OTU4	Arthropoda	Insecta	Blattodea					95.83	16	2	2	87.50	0.00	457.5	38.03	0
OTU3								0.00	16	1	1	93.75	0.00	107	29.91	0
OTU5								0.00	10	1	1	90.00	0.00	458	34.72	0
OTU6								0.00	8	1	1	87.50	0.00	107	27.1	0
OTU7								0.00	8	1	1	87.50	0.00	458	33.84	0
OTU8	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep929	96.49	7	1	1	85.71	0.00	458	30.35	0
OTU9	Arthropoda	Insecta	Lepidoptera					95.15	7	1	1	85.71	0.00	458	30.79	0
OTU10	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Psoloptera	Psoloptera thoracica	97.37	6	1	1	83.33	0.00	458	32.53	0
OTU11	Arthropoda	Insecta	Diptera	Muscidae				97.58	6	1	1	83.33	0.00	458	31.66	0
OTU14	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	5	1	1	80.00	0.00	458	32.97	0
OTU15								0.00	5	1	1	80.00	0.00	283	33.22	0
OTU16	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	Carthara		97.37	5	1	1	80.00	0.00	458	30.57	0
OTU12	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelBioLep01	gelBioLep01 BioLep1366	90.59	5	1	1	80.00	0.00	458	29.48	0
OTU13								0.00	5	1	1	80.00	0.00	128	29.69	0
