OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Ceraia	Ceraia mytra	97.92	416	9	9	97.84	0.00	457.88	39.31	0
OTU2								0.00	94	7	1	92.55	85.71	458.19	32.08	0
OTU3								0.00	21	2	1	90.48	50.00	456.67	33.65	0
OTU4								0.00	17	2	1	88.24	50.00	191	35.94	0
OTU5	Arthropoda	Insecta	Diptera					96.25	13	1	1	92.31	0.00	458	39.52	0
OTU6								0.00	9	1	1	88.89	0.00	185	36.76	0
OTU7	Arthropoda	Insecta	Lepidoptera	Crambidae	Scopariinae	Eudonia	Eudonia stenota	90.57	7	1	1	85.71	0.00	457	28.67	0
OTU8	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Ceraia	Ceraia mytra	96.43	6	1	1	83.33	0.00	458	39.08	0
OTU9	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.58	6	1	1	83.33	0.00	457	38.29	0
OTU10								0.00	6	1	1	83.33	0.00	458	33.19	0
OTU11	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Apiciopsis	Apiciopsis emilia	91.03	6	1	1	83.33	0.00	458	30.79	0
