OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	31	3	1	90.32	66.67	457.84	32.94	0
OTU2								0.00	18	2	1	88.89	50.00	457.44	33.88	0
OTU4	Arthropoda	Insecta	Diptera					96.25	16	1	1	93.75	0.00	458	39.52	0
OTU3								0.00	16	2	1	87.50	50.00	457.69	35.18	0
OTU6	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	11	2	2	81.82	0.00	457.55	34.55	0
OTU5								0.00	11	1	1	90.91	0.00	109	27.52	0
OTU8	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.81	7	1	1	85.71	0.00	458	38.65	0
OTU7								0.00	7	1	1	85.71	0.00	458	30.79	0
OTU9								0.00	5	1	1	80.00	0.00	124	23.39	0
OTU10								0.00	5	1	1	80.00	0.00	458	31.44	0
OTU11	Arthropoda	Insecta	Lepidoptera	Pyralidae				91.90	5	1	1	80.00	0.00	457	29.98	0
OTU12								0.00	5	1	1	80.00	0.00	120	22.5	0
