OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Diptera	Chloropidae	Chloropinae	Steleocerellus	Steleocerellus sp. 2	94.44	200	7	6	96.50	14.29	121.94	28.67	0
OTU2	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Perola	Perola BioLep05	96.71	144	5	5	96.53	0.00	457.67	32.1	0
OTU3	Arthropoda	Insecta	Blattodea	Blaberidae				95.84	89	6	6	93.26	0.00	457.6	35.15	0
OTU4	Arthropoda	Insecta	Lepidoptera	Euteliidae	Euteliinae	Marathyssa	Marathyssa minus	93.65	65	3	3	95.38	0.00	457.65	30.37	0
OTU5								0.00	59	4	1	93.22	75.00	457.83	38.43	0
OTU6								0.00	39	3	1	92.31	66.67	166.85	38.85	0
OTU7	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.77	35	3	3	91.43	0.00	456.43	35.19	0
OTU8								0.00	31	1	1	96.77	0.00	140	38.57	0
OTU9								0.00	20	3	1	85.00	66.67	457.75	37.14	0
OTU10								0.00	18	3	1	83.33	66.67	456.89	37.49	0
OTU11	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Episcepsis	Episcepsis venata	90.37	15	1	1	93.33	0.00	458	29.91	0
OTU12	Arthropoda	Insecta	Diptera					94.71	15	1	1	93.33	0.00	458	40.83	0
OTU13								0.00	15	1	1	93.33	0.00	113	40.71	0
OTU14	Arthropoda	Insecta	Hemiptera	Pentatomidae	Discocephalinae	Ablaptus	Ablaptus brevirostrum	91.68	12	2	2	83.33	0.00	458.42	34.12	0
OTU15								0.00	12	1	1	91.67	0.00	137	37.23	0
OTU16								0.00	10	1	1	90.00	0.00	458	30.57	0
OTU17	Arthropoda	Insecta	Diptera					96.25	9	1	1	88.89	0.00	458	39.52	0
OTU18	Arthropoda	Insecta	Coleoptera	Curculionidae				95.60	8	1	1	87.50	0.00	458	33.84	0
OTU19								0.00	7	1	1	85.71	0.00	107	27.1	0
OTU20								0.00	7	1	1	85.71	0.00	122	28.69	0
OTU21	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.96	6	1	1	83.33	0.00	458	34.93	0
OTU22	Arthropoda	Insecta	Blattodea					92.55	6	1	1	83.33	0.00	458	34.72	0
OTU25	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Pyrinia	Pyrinia helvaria	95.62	5	1	1	80.00	0.00	458	28.82	0
OTU24								0.00	5	1	1	80.00	0.00	142	32.39	0
OTU23	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Stenoma		97.58	5	1	1	80.00	0.00	459	33.99	0
