OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	258	9	9	96.51	0.00	450.43	34.81	0
OTU2								0.00	63	4	1	93.65	75.00	137.92	35.53	0
OTU3								0.00	53	4	1	92.45	75.00	457.38	34.11	0
OTU4	Arthropoda	Insecta	Lepidoptera					94.95	46	2	2	95.65	0.00	457.78	33.64	0
OTU5								0.00	33	4	1	87.88	75.00	457.67	37.14	0
OTU6								0.00	31	2	1	93.55	50.00	106.84	27.14	0
OTU7								0.00	29	2	1	93.10	50.00	142	32.39	0
OTU8	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	96.19	23	1	1	95.65	0.00	136	34.56	0
OTU9								0.00	15	1	1	93.33	0.00	131	27.48	0
OTU10								0.00	13	1	1	92.31	0.00	458	38.43	0
OTU11								0.00	13	2	1	84.62	50.00	457.54	37.59	0
OTU12								0.00	10	1	1	90.00	0.00	112	22.32	0
OTU14								0.00	8	1	1	87.50	0.00	458	30.79	0
OTU15								0.00	8	1	1	87.50	0.00	111	26.13	0
OTU13	Arthropoda	Insecta	Blattodea					92.55	8	1	1	87.50	0.00	458	34.72	0
OTU16								0.00	7	1	1	85.71	0.00	458	42.58	0
OTU17								0.00	6	1	1	83.33	0.00	458	33.84	0
OTU18	Arthropoda	Insecta	Lepidoptera					94.31	6	1	1	83.33	0.00	458	32.31	0
OTU19								0.00	5	1	1	80.00	0.00	112	24.11	0
OTU25								0.00	5	1	1	80.00	0.00	105	36.19	0
OTU24	Arthropoda	Insecta	Lepidoptera					96.25	5	1	1	80.00	0.00	457	31.73	0
OTU21								0.00	5	1	1	80.00	0.00	105	25.71	0
OTU20								0.00	5	1	1	80.00	0.00	458	40.39	0
OTU23	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen197	92.78	5	1	1	80.00	0.00	458	32.1	0
OTU22								0.00	5	1	1	80.00	0.00	458	35.15	0
