OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Ceraia	Ceraia mytra	97.92	433	6	6	98.61	0.00	457.89	39.32	0
OTU2	Arthropoda	Insecta	Phasmatodea	Pseudophasmatidae				92.26	151	9	3	94.04	66.67	458.17	32.09	0
OTU3								0.00	32	4	1	87.50	75.00	457.81	33.85	0
OTU4								0.00	31	2	1	93.55	50.00	191.16	36.18	0
OTU5								0.00	19	1	1	94.74	0.00	186	37.1	0
OTU6	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.81	12	2	2	83.33	0.00	458	38.56	0
OTU7	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae			96.05	11	1	1	90.91	0.00	458	30.13	0
OTU8								0.00	10	1	1	90.00	0.00	139	32.37	0
OTU9	Arthropoda	Insecta	Lepidoptera	Crambidae	Scopariinae	Eudonia	Eudonia stenota	90.57	10	1	1	90.00	0.00	457	28.67	0
OTU10	Arthropoda	Insecta	Diptera					96.25	10	1	1	90.00	0.00	458	39.52	0
OTU11	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	Ectomyelois	Ectomyelois muriscis	90.15	8	1	1	87.50	0.00	458	29.48	0
OTU14								0.00	6	1	1	83.33	0.00	457	33.48	0
OTU12	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Apiciopsis	Apiciopsis emilia	91.03	6	1	1	83.33	0.00	458	30.79	0
OTU13	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	Hypolamprus	Hypolamprus stellata	97.59	6	1	1	83.33	0.00	458	30.57	0
OTU15								0.00	5	1	1	80.00	0.00	458	30.57	0
OTU16	Arthropoda	Insecta	Lepidoptera					96.92	5	1	1	80.00	0.00	458	31.66	0
OTU17	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Ceraia	Ceraia mytra	96.43	5	1	1	80.00	0.00	458	39.08	0
