OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sp. gmycC51	97.81	99	6	6	93.94	0.00	457.44	38.65	0
OTU2								0.00	90	6	1	93.33	83.33	457.72	37.7	0
OTU3								0.00	64	3	1	95.31	66.67	458.22	35	0
OTU4								0.00	56	4	1	92.86	75.00	458.18	37.1	0
OTU5	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			96.71	54	5	5	90.74	0.00	457.57	29.26	0
OTU6	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	42	3	3	92.86	0.00	457.86	34.68	0
OTU7								0.00	31	2	1	93.55	50.00	112.16	24.22	0
OTU8	Arthropoda	Insecta	Psocodea	Psocidae				92.01	17	1	1	94.12	0.00	458	33.41	0
OTU9								0.00	17	1	1	94.12	0.00	458	40.39	0
OTU10								0.00	16	1	1	93.75	0.00	112	24.11	0
OTU11								0.00	16	1	1	93.75	0.00	140	41.43	0
OTU12	Arthropoda	Insecta	Hemiptera	Pentatomidae				94.73	9	1	1	88.89	0.00	458	35.37	0
OTU13								0.00	9	1	1	88.89	0.00	458	37.12	0
OTU14	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep777	97.36	7	1	1	85.71	0.00	457	30.85	0
OTU15								0.00	7	1	1	85.71	0.00	179	36.31	0
OTU16								0.00	6	1	1	83.33	0.00	164	31.1	0
OTU17	Arthropoda	Insecta	Diptera	Milichiidae	Phyllomyzinae	Phyllomyza		97.36	6	1	1	83.33	0.00	458	28.82	0
OTU18								0.00	6	1	1	83.33	0.00	458	38.21	0
OTU19								0.00	6	1	1	83.33	0.00	458	37.34	0
OTU21	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Aproaerema	Aproaerema albifrontella	90.15	5	1	1	80.00	0.00	457	31.51	0
OTU20								0.00	5	1	1	80.00	0.00	120	35.83	0
OTU23	Arthropoda	Insecta	Lepidoptera	Tineidae				92.05	5	1	1	80.00	0.00	457	32.39	0
OTU22	Arthropoda	Insecta	Lepidoptera					90.37	5	1	1	80.00	0.00	458	32.75	0
